order_id,order_date,shipping_date,customer_id,product_id,quantity,total_sales,total_profit
13712,2015-07-20,2015-07-23,374,1,1,24.99,10.92
27865,2016-02-11,2016-02-17,375,6,1,24.99,-1.02
30537,2016-03-21,2016-03-24,388,5,1,24.99,6.3
56812,2017-04-09,2017-04-11,390,3,5,124.95,-13.79
37736,2016-07-04,2016-07-06,393,1,4,99.96,47.98
4621,2015-03-09,2015-03-11,400,6,3,74.97,35.99
4100,2015-03-01,2015-03-07,403,2,4,99.96,8.8
28702,2016-02-23,2016-02-26,404,1,5,124.95,31.86
16819,2015-09-03,2015-09-04,409,4,4,99.96,-78.37
26987,2016-01-29,2016-01-30,410,5,3,74.97,-98.77
49770,2016-12-27,2017-01-02,411,4,4,99.96,44.08
25266,2016-01-04,2016-01-06,430,1,1,24.99,6.9
23932,2015-12-16,2015-12-19,439,5,3,74.97,25.2
3247,2015-02-17,2015-02-19,441,4,3,74.97,10.68
51192,2017-01-17,2017-01-20,455,1,1,24.99,11.02
50060,2016-12-31,2017-01-02,461,6,3,74.97,25.19
32419,2016-04-18,2016-04-23,470,1,2,49.98,16.96
41901,2016-09-03,2016-09-05,474,2,4,99.96,3.04
1815,2015-01-27,2015-02-02,475,1,2,49.98,9.97
24775,2015-12-28,2016-01-03,483,5,3,74.97,12.53
29716,2016-03-09,2016-03-11,484,5,2,49.98,-8.75
8380,2015-05-03,2015-05-03,492,5,2,49.98,1.98
7948,2015-04-27,2015-04-29,500,4,2,49.98,3.37
28184,2016-02-16,2016-02-21,512,6,3,74.97,-126.17
28184,2016-02-16,2016-02-21,512,4,1,24.99,11.88
36262,2016-06-13,2016-06-16,514,2,5,124.95,32.8
49973,2016-12-30,2017-01-03,517,1,3,74.97,11.89
55323,2017-03-18,2017-03-19,518,6,2,49.98,4.85
37324,2016-06-28,2016-06-30,524,5,4,99.96,9.1
45521,2016-10-26,2016-10-28,529,5,5,124.95,9.02
11561,2015-06-18,2015-06-20,534,1,3,74.97,26.61
27639,2016-02-08,2016-02-10,534,5,5,124.95,37.54
6461,2015-04-05,2015-04-07,564,2,1,24.99,7.62
50777,2017-01-11,2017-01-14,569,6,4,99.96,10.37
1820,2015-01-27,2015-02-02,590,6,3,74.97,-0.99
34654,2016-05-20,2016-05-25,608,4,5,124.95,30.93
17394,2015-09-11,2015-09-16,634,3,1,24.99,6.5
9483,2015-05-19,2015-05-21,635,3,5,124.95,19.25
51889,2017-01-27,2017-02-01,637,5,2,49.98,13.22
37921,2016-07-07,2016-07-09,639,6,3,74.97,18.42
16570,2015-08-30,2015-09-05,643,4,4,99.96,33.45
18475,2015-09-27,2015-10-03,647,6,4,99.96,47.02
54792,2017-03-10,2017-03-13,648,6,5,124.95,26.64
2958,2015-02-13,2015-02-17,649,6,3,74.97,-42.17
35258,2016-05-29,2016-06-02,652,4,5,124.95,-25.33
6896,2015-04-11,2015-04-12,654,4,4,99.96,32.16
16470,2015-08-29,2015-09-04,662,3,2,49.98,13.59
43737,2016-09-30,2016-10-03,664,6,5,124.95,10.78
28692,2016-02-23,2016-02-25,674,4,5,124.95,11.86
41655,2016-08-31,2016-09-02,677,1,4,99.96,-79.97
12541,2015-07-03,2015-07-05,679,5,2,49.98,19.59
25253,2016-01-04,2016-01-08,679,3,1,24.99,-0.52
46364,2016-11-07,2016-11-12,679,5,4,99.96,35.92
35037,2016-05-26,2016-05-28,680,3,1,24.99,9.45
25671,2016-01-10,2016-01-12,683,6,5,124.95,9.37
25671,2016-01-10,2016-01-12,683,1,1,24.99,8.44
10882,2015-06-08,2015-06-11,690,5,3,74.97,7.01
28891,2016-02-26,2016-02-28,700,4,5,124.95,53.98
27898,2016-02-12,2016-02-16,701,2,1,24.99,2.11
52384,2017-02-03,2017-02-08,701,1,4,99.96,43.63
32869,2016-04-24,2016-04-29,706,3,1,24.99,-17.28
52450,2017-02-04,2017-02-10,734,2,5,124.95,40.61
29481,2016-03-06,2016-03-08,738,4,1,24.99,5.44
48227,2016-12-04,2016-12-07,741,4,4,99.96,43.63
45508,2016-10-26,2016-10-30,754,5,3,74.97,21.37
14785,2015-08-04,2015-08-10,771,6,5,124.95,12.28
50901,2017-01-13,2017-01-15,776,4,5,124.95,41.33
36709,2016-06-19,2016-06-24,784,1,5,124.95,36.74
38805,2016-07-20,2016-07-26,797,6,1,24.99,-14.52
29038,2016-02-28,2016-03-03,818,5,5,124.95,54.58
33668,2016-05-06,2016-05-10,827,3,1,24.99,8
33668,2016-05-06,2016-05-10,827,5,1,24.99,-7.6
18764,2015-10-01,2015-10-03,837,5,4,99.96,44.63
15765,2015-08-19,2015-08-25,838,4,3,74.97,7.2
43343,2016-09-24,2016-09-28,841,2,2,49.98,3.37
6146,2015-03-31,2015-04-02,856,2,1,24.99,-5.32
12841,2015-07-07,2015-07-09,860,3,2,49.98,17.99
15941,2015-08-21,2015-08-23,868,5,5,124.95,51.04
11659,2015-06-20,2015-06-25,872,6,1,24.99,5.94
43335,2016-09-24,2016-09-30,878,1,5,124.95,53.13
3306,2015-02-18,2015-02-20,879,3,2,49.98,22.3
7069,2015-04-14,2015-04-19,885,4,2,49.98,4.2
49276,2016-12-20,2016-12-22,888,1,5,124.95,48.98
2349,2015-02-04,2015-02-09,889,5,2,49.98,-10.65
36331,2016-06-14,2016-06-16,889,4,2,49.98,5.34
55064,2017-03-14,2017-03-19,891,4,1,24.99,3.45
19223,2015-10-08,2015-10-12,912,1,2,49.98,6.3
19671,2015-10-15,2015-10-17,925,6,3,74.97,19.79
48733,2016-12-12,2016-12-14,927,6,3,74.97,24.73
51400,2017-01-20,2017-01-22,930,6,4,99.96,25.66
3170,2015-02-16,2015-02-18,938,6,1,24.99,5.81
4595,2015-03-09,2015-03-15,959,6,3,74.97,35.63
32257,2016-04-15,2016-04-18,967,3,3,74.97,31.86
49442,2016-12-22,2016-12-24,982,6,2,49.98,16.27
47858,2016-11-29,2016-12-03,1000,6,1,24.99,1.56
24195,2015-12-20,2015-12-22,1031,6,4,99.96,-1.87
50774,2017-01-11,2017-01-16,1032,2,5,124.95,16.27
55034,2017-03-14,2017-03-19,1038,2,1,24.99,11.88
48719,2016-12-12,2016-12-17,1044,2,1,24.99,2.18
25052,2016-01-01,2016-01-04,1045,1,4,99.96,39.13
37889,2016-07-07,2016-07-09,1059,4,4,99.96,-159.99
33987,2016-05-11,2016-05-14,1067,5,4,99.96,27.61
56965,2017-04-11,2017-04-17,1078,6,1,24.99,7.68
37856,2016-07-06,2016-07-08,1100,1,2,49.98,1.88
19868,2015-10-18,2015-10-22,1101,6,4,99.96,30.84
54060,2017-02-28,2017-03-06,1111,1,1,24.99,6.3
312,2015-01-05,2015-01-08,1122,3,3,74.97,11.34
22748,2015-11-29,2015-12-03,1136,5,3,74.97,5.12
16431,2015-08-28,2015-08-30,1148,2,5,124.95,-20.49
19820,2015-10-17,2015-10-19,1164,1,2,49.98,-5
46292,2016-11-06,2016-11-09,1169,2,1,24.99,-7.61
23829,2015-12-14,2015-12-19,1172,2,4,99.96,41.14
31366,2016-04-02,2016-04-04,1175,5,4,99.96,11.81
32751,2016-04-23,2016-04-25,1175,2,4,99.96,-1.08
30467,2016-03-20,2016-03-23,1176,6,3,74.97,-112.46
39858,2016-08-04,2016-08-08,1196,4,1,24.99,4.3
34858,2016-05-23,2016-05-27,1202,4,5,124.95,-212.6
4133,2015-03-02,2015-03-06,1203,4,4,99.96,41.74
34768,2016-05-22,2016-05-26,1207,3,1,24.99,7.6
45525,2016-10-26,2016-11-01,1216,6,3,74.97,-5.28
9914,2015-05-25,2015-05-30,1218,2,1,24.99,0.22
57298,2017-04-16,2017-04-20,1283,5,5,124.95,29.39
44171,2016-10-06,2016-10-08,1306,2,5,124.95,16.31
42910,2016-09-18,2016-09-20,1313,3,5,124.95,-50.45
57101,2017-04-13,2017-04-15,1317,5,4,99.96,2.49
57652,2017-04-21,2017-04-24,1323,5,3,74.97,31.31
1175,2015-01-18,2015-01-24,1330,2,4,99.96,44.08
51084,2017-01-15,2017-01-20,1353,2,1,24.99,-1.8
9321,2015-05-17,2015-05-19,1355,2,4,99.96,46.98
7454,2015-04-19,2015-04-24,1363,6,1,24.99,6.74
51163,2017-01-16,2017-01-20,1376,6,1,24.99,1.21
5777,2015-03-26,2015-03-29,1378,5,1,24.99,11.52
28086,2016-02-14,2016-02-16,1378,2,2,49.98,10.79
55365,2017-03-19,2017-03-21,1379,5,1,24.99,7
47259,2016-11-20,2016-11-25,1413,2,3,74.97,35.99
48508,2016-12-09,2016-12-09,1413,4,2,49.98,20.87
25746,2016-01-11,2016-01-13,1430,2,1,24.99,8.11
10218,2015-05-30,2015-06-01,1438,4,4,99.96,15.92
25475,2016-01-07,2016-01-09,1443,2,3,74.97,0
20164,2015-10-22,2015-10-24,1445,1,3,74.97,28.68
13373,2015-07-15,2015-07-19,1471,3,4,99.96,29.73
755,2015-01-12,2015-01-14,1478,2,3,74.97,31.01
26822,2016-01-27,2016-01-28,1499,2,3,74.97,29.87
35223,2016-05-29,2016-06-02,1505,2,3,74.97,28.11
51795,2017-01-26,2017-01-28,1515,2,5,124.95,40.97
36691,2016-06-19,2016-06-21,1521,5,2,49.98,5.65
15410,2015-08-13,2015-08-19,1525,4,5,124.95,-31.03
44372,2016-10-09,2016-10-10,1525,4,5,124.95,51.73
44393,2016-10-10,2016-10-14,1545,3,5,124.95,39.8
31998,2016-04-12,2016-04-12,1561,2,2,49.98,13.91
57717,2017-04-22,2017-04-25,1564,3,3,74.97,-70.92
52055,2017-01-29,2017-01-30,1567,6,5,124.95,-89.76
15345,2015-08-12,2015-08-13,1569,5,4,99.96,24.06
9631,2015-05-21,2015-05-23,1578,1,5,124.95,55.79
34544,2016-05-19,2016-05-24,1584,4,5,124.95,41.63
44275,2016-10-08,2016-10-14,1590,6,4,99.96,26.59
11856,2015-06-23,2015-06-25,1605,2,1,24.99,-35.05
46256,2016-11-06,2016-11-08,1607,3,2,49.98,15.78
34102,2016-05-12,2016-05-15,1613,5,1,24.99,2.76
46688,2016-11-12,2016-11-16,1613,2,2,49.98,14.35
15535,2015-08-15,2015-08-21,1618,6,1,24.99,9.63
46947,2016-11-16,2016-11-19,1620,4,4,99.96,32.44
19067,2015-10-06,2015-10-08,1635,6,2,49.98,13.77
16585,2015-08-31,2015-08-31,1638,6,2,49.98,6.65
38602,2016-07-17,2016-07-20,1654,3,2,49.98,2.77
6409,2015-04-04,2015-04-09,1656,5,1,24.99,6.02
50318,2017-01-04,2017-01-08,1656,4,1,24.99,7.15
5534,2015-03-22,2015-03-27,1657,3,3,74.97,23.2
31302,2016-04-01,2016-04-04,1657,6,5,124.95,31.84
38564,2016-07-16,2016-07-21,1657,1,2,49.98,10.08
32743,2016-04-22,2016-04-26,1664,3,2,49.98,16.62
11415,2015-06-16,2015-06-18,1677,4,2,49.98,13.77
11493,2015-06-17,2015-06-21,1688,4,4,99.96,25.99
36608,2016-06-18,2016-06-22,1691,5,4,99.96,-19.51
10784,2015-06-07,2015-06-12,1696,5,3,74.97,-42.82
46602,2016-11-11,2016-11-14,1696,2,5,124.95,-181.93
52024,2017-01-29,2017-02-03,1731,5,3,74.97,0.84
8828,2015-05-09,2015-05-13,1738,5,5,124.95,61.23
32438,2016-04-18,2016-04-22,1741,3,2,49.98,10.12
11972,2015-06-24,2015-06-27,1742,1,5,124.95,26.24
37346,2016-06-29,2016-07-01,1744,2,4,99.96,23.74
46328,2016-11-07,2016-11-11,1744,2,4,99.96,1.92
52490,2017-02-05,2017-02-11,1754,1,1,24.99,6.17
28606,2016-02-22,2016-02-24,1757,5,2,49.98,3.56
11217,2015-06-13,2015-06-16,1765,3,1,24.99,4.25
17549,2015-09-14,2015-09-19,1782,1,4,99.96,6.6
30713,2016-03-24,2016-03-28,1801,4,2,49.98,6.52
52668,2017-02-07,2017-02-11,1801,1,4,99.96,6.37
21458,2015-11-10,2015-11-14,1804,3,3,74.97,23.88
40155,2016-08-09,2016-08-15,1804,3,1,24.99,11.16
30759,2016-03-24,2016-03-29,1810,5,2,49.98,3.69
23891,2015-12-15,2015-12-17,1823,4,2,49.98,18.89
9142,2015-05-14,2015-05-16,1824,1,2,49.98,19.67
35857,2016-06-07,2016-06-09,1843,6,4,99.96,-26.69
32327,2016-04-16,2016-04-19,1868,1,1,24.99,-37.49
22035,2015-11-18,2015-11-24,1871,2,1,24.99,6.68
42537,2016-09-12,2016-09-15,1871,6,4,99.96,37.81
21525,2015-11-11,2015-11-17,1872,1,5,124.95,39.36
21930,2015-11-17,2015-11-23,1873,4,5,124.95,53.13
54888,2017-03-12,2017-03-16,1875,1,1,24.99,2.13
47420,2016-11-23,2016-11-25,1881,2,3,74.97,21.16
52484,2017-02-05,2017-02-10,1886,3,2,49.98,4.63
44569,2016-10-12,2016-10-17,1887,1,5,124.95,34.79
23269,2015-12-06,2015-12-11,1898,3,1,24.99,-28.34
9926,2015-05-25,2015-05-27,1902,2,5,124.95,33.74
9425,2015-05-18,2015-05-24,1910,4,1,24.99,9.13
9454,2015-05-18,2015-05-23,1917,1,4,99.96,42.22
36406,2016-06-15,2016-06-17,1922,4,2,49.98,14.34
29021,2016-02-28,2016-03-01,1924,6,1,24.99,7.79
48350,2016-12-06,2016-12-07,1932,1,5,124.95,12.71
35041,2016-05-26,2016-05-28,1936,1,2,49.98,14.34
35041,2016-05-26,2016-05-28,1936,2,2,49.98,-9.87
3759,2015-02-24,2015-03-01,1944,5,5,124.95,17.93
52575,2017-02-06,2017-02-12,1969,6,5,124.95,49.98
30060,2016-03-14,2016-03-20,1979,5,4,99.96,40.16
15819,2015-08-19,2015-08-24,1996,5,2,49.98,23.51
8212,2015-04-30,2015-05-02,1998,6,3,74.97,31.31
41354,2016-08-26,2016-08-28,2001,1,5,124.95,25.71
54054,2017-02-28,2017-02-28,2003,1,3,74.97,-57.58
48866,2016-12-14,2016-12-16,2004,4,4,99.96,-7.5
8109,2015-04-29,2015-05-01,2008,6,2,49.98,15.49
54851,2017-03-11,2017-03-13,2012,4,2,49.98,23.99
11742,2015-06-21,2015-06-24,2016,4,1,24.99,-15.2
32336,2016-04-17,2016-04-19,2020,5,3,74.97,-115.98
16659,2015-09-01,2015-09-06,2027,5,2,49.98,24.25
44412,2016-10-10,2016-10-13,2038,3,3,74.97,16.04
41808,2016-09-02,2016-09-06,2041,4,4,99.96,43.45
42327,2016-09-09,2016-09-12,2051,1,5,124.95,26.64
52840,2017-02-10,2017-02-10,2053,4,4,99.96,18.67
34204,2016-05-14,2016-05-19,2055,2,2,49.98,4.98
32846,2016-04-24,2016-04-26,2062,3,3,74.97,6.23
22394,2015-11-23,2015-11-25,2064,3,1,24.99,-0.79
28726,2016-02-24,2016-02-26,2072,1,2,49.98,8.2
40511,2016-08-14,2016-08-16,2089,3,4,99.96,34.99
48468,2016-12-08,2016-12-12,2106,1,4,99.96,46.29
25677,2016-01-10,2016-01-13,2110,5,5,124.95,46.98
25677,2016-01-10,2016-01-13,2110,6,2,49.98,8.64
41390,2016-08-27,2016-09-02,2110,4,2,49.98,4.4
13742,2015-07-20,2015-07-23,2118,4,1,24.99,6.14
6398,2015-04-04,2015-04-08,2122,6,1,24.99,6.15
14974,2015-08-07,2015-08-12,2133,6,5,124.95,51.73
51898,2017-01-27,2017-01-31,2133,4,2,49.98,-37.95
31427,2016-04-03,2016-04-06,2137,1,1,24.99,-16.31
28988,2016-02-28,2016-03-03,2153,5,2,49.98,11.48
31874,2016-04-10,2016-04-12,2158,3,3,74.97,21.82
24312,2015-12-21,2015-12-24,2160,2,1,24.99,9.18
22872,2015-11-30,2015-12-03,2170,2,1,24.99,1.69
19568,2015-10-13,2015-10-17,2188,3,3,74.97,-1.05
41997,2016-09-05,2016-09-08,2203,2,1,24.99,-0.55
11560,2015-06-18,2015-06-24,2205,6,5,124.95,-13.4
1687,2015-01-25,2015-01-28,2207,1,2,49.98,1.64
15531,2015-08-15,2015-08-17,2209,3,1,24.99,3.2
18730,2015-10-01,2015-10-07,2211,1,2,49.98,18.03
44617,2016-10-13,2016-10-16,2214,5,2,49.98,13.81
46508,2016-11-09,2016-11-13,2237,5,4,99.96,-131.95
22971,2015-12-02,2015-12-04,2242,6,4,99.96,35.56
46971,2016-11-16,2016-11-18,2242,5,2,49.98,14.2
53237,2017-02-16,2017-02-19,2243,6,5,124.95,50.98
8493,2015-05-04,2015-05-06,2245,2,5,124.95,33.59
34608,2016-05-20,2016-05-22,2260,2,1,24.99,6.81
24987,2015-12-31,2016-01-03,2261,2,3,74.97,19.1
51609,2017-01-23,2017-01-25,2272,6,3,74.97,18.91
52333,2017-02-02,2017-02-06,2279,6,1,24.99,7.68
54230,2017-03-02,2017-03-08,2280,6,2,49.98,-36.8
56265,2017-04-01,2017-04-07,2282,1,3,74.97,-117.55
39145,2016-07-25,2016-07-31,2285,6,1,24.99,8.15
10283,2015-05-31,2015-06-04,2288,3,5,124.95,42.4
17553,2015-09-14,2015-09-18,2300,2,3,74.97,18.48
17424,2015-09-12,2015-09-17,2304,6,2,49.98,6.93
22615,2015-11-27,2015-12-03,2307,2,2,49.98,-22.99
37128,2016-06-25,2016-06-29,2315,4,1,24.99,6.37
33019,2016-04-26,2016-05-01,2317,6,5,124.95,39.46
38129,2016-07-10,2016-07-15,2319,3,2,49.98,6.52
25839,2016-01-13,2016-01-18,2326,3,5,124.95,9.02
1570,2015-01-23,2015-01-29,2345,1,2,49.98,18.18
44959,2016-10-18,2016-10-23,2350,2,1,24.99,2.25
12354,2015-06-30,2015-07-05,2379,2,3,74.97,-4.53
22231,2015-11-21,2015-11-22,2384,5,1,24.99,6.15
44032,2016-10-04,2016-10-07,2388,4,5,124.95,7.03
47606,2016-11-25,2016-11-27,2392,1,4,99.96,44.6
54489,2017-03-06,2017-03-11,2397,5,5,124.95,45.92
48261,2016-12-05,2016-12-07,2402,6,3,74.97,-10.46
19682,2015-10-15,2015-10-18,2403,6,1,24.99,1
16539,2015-08-30,2015-09-04,2404,3,1,24.99,-18.76
32288,2016-04-16,2016-04-20,2414,5,3,74.97,1.96
57241,2017-04-15,2017-04-17,2420,6,2,49.98,22.79
5894,2015-03-28,2015-04-02,2429,2,5,124.95,9.9
28087,2016-02-14,2016-02-17,2431,3,5,124.95,34.99
12177,2015-06-27,2015-06-29,2433,6,4,99.96,16.37
49636,2016-12-25,2016-12-27,2448,2,5,124.95,35.86
13942,2015-07-23,2015-07-26,2454,1,3,74.97,17.43
10095,2015-05-28,2015-06-03,2455,3,2,49.98,-34.99
46585,2016-11-11,2016-11-17,2467,1,3,74.97,25.58
17321,2015-09-10,2015-09-12,2469,4,1,24.99,4.65
53906,2017-02-25,2017-02-27,2477,5,1,24.99,10.08
12905,2015-07-08,2015-07-14,2478,1,1,24.99,6.86
36261,2016-06-13,2016-06-15,2482,5,4,99.96,12.5
988,2015-01-15,2015-01-19,2491,1,4,99.96,48.98
22795,2015-11-29,2015-12-05,2494,6,4,99.96,27.29
17563,2015-09-14,2015-09-18,2495,5,5,124.95,-22.49
30523,2016-03-21,2016-03-25,2498,3,2,49.98,6.61
35113,2016-05-27,2016-05-29,2498,4,1,24.99,8.11
37315,2016-06-28,2016-07-04,2509,3,4,99.96,31.93
37315,2016-06-28,2016-07-04,2509,1,1,24.99,5.91
19870,2015-10-18,2015-10-24,2517,2,2,49.98,19.91
37087,2016-06-25,2016-06-28,2519,3,4,99.96,27.53
16079,2015-08-23,2015-08-28,2523,1,2,49.98,22.99
28756,2016-02-24,2016-02-26,2555,3,3,74.97,5.48
28756,2016-02-24,2016-02-26,2555,2,1,24.99,1.87
30032,2016-03-14,2016-03-17,2555,4,3,74.97,34.19
31238,2016-03-31,2016-04-04,2588,5,5,124.95,20.24
31238,2016-03-31,2016-04-04,2588,6,1,24.99,6.52
45164,2016-10-21,2016-10-26,2595,5,5,124.95,26.36
26688,2016-01-25,2016-01-29,2597,6,1,24.99,2.32
57315,2017-04-16,2017-04-22,2604,6,4,99.96,19.72
11042,2015-06-11,2015-06-14,2606,4,4,99.96,-39.58
50936,2017-01-13,2017-01-15,2611,4,1,24.99,11.1
51577,2017-01-22,2017-01-25,2622,5,4,99.96,28.99
43718,2016-09-30,2016-10-04,2624,1,5,124.95,59.39
38802,2016-07-20,2016-07-23,2626,3,3,74.97,20.24
16808,2015-09-03,2015-09-07,2629,3,2,49.98,10.86
33510,2016-05-04,2016-05-10,2633,4,1,24.99,11.39
7981,2015-04-27,2015-04-29,2635,1,5,124.95,21.6
1099,2015-01-17,2015-01-22,2653,4,4,99.96,-143.94
21340,2015-11-08,2015-11-14,2655,5,4,99.96,25.34
2771,2015-02-10,2015-02-12,2658,1,5,124.95,42.42
32105,2016-04-13,2016-04-19,2666,6,1,24.99,6.54
5153,2015-03-17,2015-03-21,2673,3,1,24.99,7.18
13351,2015-07-14,2015-07-16,2684,2,4,99.96,21.83
51614,2017-01-23,2017-01-28,2706,4,1,24.99,5.74
21,2015-01-01,2015-01-03,2711,3,3,74.97,3.6
28362,2016-02-19,2016-02-19,2712,3,4,99.96,25.51
12597,2015-07-03,2015-07-04,2725,2,3,74.97,17.6
1196,2015-01-18,2015-01-20,2737,5,2,49.98,2.07
47286,2016-11-21,2016-11-23,2750,5,3,74.97,11.25
13002,2015-07-09,2015-07-12,2753,1,1,24.99,1.87
26107,2016-01-17,2016-01-17,2759,6,2,49.98,14.13
11353,2015-06-15,2015-06-19,2769,3,5,124.95,52.12
49021,2016-12-16,2016-12-18,2770,3,3,74.97,-40.48
22284,2015-11-22,2015-11-27,2774,6,3,74.97,7.87
19816,2015-10-17,2015-10-19,2782,6,3,74.97,27.66
34212,2016-05-14,2016-05-16,2783,5,1,24.99,-1.83
12399,2015-06-30,2015-07-02,2814,4,2,49.98,15.97
42825,2016-09-17,2016-09-23,2824,1,5,124.95,17.84
40985,2016-08-21,2016-08-27,2838,1,3,74.97,20.41
10628,2015-06-05,2015-06-09,2860,1,1,24.99,-4.56
13745,2015-07-20,2015-07-26,2872,5,2,49.98,15.06
24832,2015-12-29,2015-12-31,2881,4,1,24.99,7.44
4626,2015-03-09,2015-03-11,2885,3,4,99.96,-68.14
44545,2016-10-12,2016-10-18,2903,5,4,99.96,26.24
32887,2016-04-25,2016-04-28,2907,4,2,49.98,21.83
25072,2016-01-01,2016-01-04,2918,3,3,74.97,33.47
54732,2017-03-09,2017-03-12,2939,5,4,99.96,8.5
22583,2015-11-26,2015-11-30,2944,3,1,24.99,6.09
19476,2015-10-12,2015-10-14,2958,2,3,74.97,13.21
30695,2016-03-24,2016-03-30,2962,5,1,24.99,12
32206,2016-04-15,2016-04-17,2963,1,3,74.97,26.99
7716,2015-04-23,2015-04-25,2968,2,4,99.96,-66.68
44222,2016-10-07,2016-10-10,2984,2,4,99.96,21.99
31443,2016-04-03,2016-04-07,2989,1,5,124.95,55.5
14697,2015-08-03,2015-08-05,3005,4,3,74.97,27.27
3565,2015-02-22,2015-02-24,3029,6,5,124.95,44.98
45665,2016-10-28,2016-11-03,3038,6,5,124.95,-19.5
47129,2016-11-18,2016-11-23,3038,6,3,74.97,21.31
21424,2015-11-09,2015-11-14,3043,1,2,49.98,15.78
8730,2015-05-08,2015-05-14,3051,5,2,49.98,5.44
49389,2016-12-21,2016-12-26,3070,5,3,74.97,23.06
2102,2015-01-31,2015-02-03,3087,1,4,99.96,29.51
45258,2016-10-22,2016-10-26,3090,1,4,99.96,43.69
49354,2016-12-21,2016-12-21,3091,3,3,74.97,-114.7
12669,2015-07-04,2015-07-09,3096,5,2,49.98,22.04
16241,2015-08-26,2015-08-28,3105,1,3,74.97,24.8
45860,2016-10-31,2016-11-06,3105,5,4,99.96,27.61
51928,2017-01-28,2017-01-28,3122,5,4,99.96,29.1
697,2015-01-11,2015-01-14,3126,3,2,49.98,12.73
11914,2015-06-23,2015-06-28,3147,5,1,24.99,3.8
11914,2015-06-23,2015-06-28,3147,1,4,99.96,40.87
51409,2017-01-20,2017-01-25,3147,6,2,49.98,23.76
53478,2017-02-19,2017-02-23,3149,1,5,124.95,32.99
11467,2015-06-17,2015-06-20,3161,3,5,124.95,2.5
10445,2015-06-02,2015-06-08,3171,1,3,74.97,22.32
17845,2015-09-18,2015-09-24,3172,6,1,24.99,-14.69
44314,2016-10-08,2016-10-13,3172,4,4,99.96,1.2
31166,2016-03-30,2016-04-01,3179,3,3,74.97,-10.14
27497,2016-02-06,2016-02-09,3184,2,5,124.95,-151.06
31320,2016-04-02,2016-04-08,3193,4,3,74.97,17.21
12455,2015-07-01,2015-07-03,3194,6,2,49.98,20.01
